temperature_en_chiffre,humidity_en_chiffre,temperature_en_chiffre_2days_left,humidity_en_chiffre_2days_left,Wingspan_ft_without_winglets_sharklets,Wingspan_ft_with_winglets_sharklets,Length_ft,Tail_Height_at_OEW_ft,Wheelbase_ft,Cockpit_to_Main_Gear_ft,Main_Gear_Width_ft,STD,Type,Fluid,Water,OAT,OneStep Fluid,TwoStep I Fluid,TwoStep II Fluid,deicing_time_minutes,meteo_numerical,CARRIER_AEG,CARRIER_AHO,CARRIER_AP,CARRIER_ATL,CARRIER_BV,CARRIER_CAR,CARRIER_CCC,CARRIER_DC,CARRIER_EJM,CARRIER_EN,CARRIER_ENT,CARRIER_EUR,CARRIER_EW,CARRIER_EXC,CARRIER_FR,CARRIER_FRD,CARRIER_GA,CARRIER_GAC,CARRIER_GTI,CARRIER_IFM,CARRIER_IG,CARRIER_JDI,CARRIER_KLC,CARRIER_LH,CARRIER_LO,CARRIER_LP,CARRIER_LPR,CARRIER_LS,CARRIER_LX,CARRIER_NJE,CARRIER_OY,CARRIER_PL,CARRIER_ROY,CARRIER_SCH,CARRIER_SK,CARRIER_SRN,CARRIER_STR,CARRIER_SWT,CARRIER_TOY,CARRIER_UPS,CARRIER_USA,CARRIER_VJT,CARRIER_W6,CARRIER_WIL,CARRIER_WR,Month,Year
0.9,94,6.9,91,111.9,117.5,123.3,39.6,41.5,50.2,29.4,1636610400.0,1,136,137,-2.0,5,0,0,12.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2021
0.9,94,6.9,91,111.9,117.5,111.0,39.7,36.2,44.9,29.4,1636610700.0,1,118,122,-2.0,5,0,0,9.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.9,94,6.9,91,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1636613100.0,1,142,144,-2.0,5,0,0,28.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.9,94,6.9,91,81.5,0.0,118.8,24.1,56.8,56.8,16.4,1636613700.0,1,96,101,-2.0,5,0,0,18.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
1.0,94,6.9,92,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1636614600.0,1,117,118,-2.0,5,0,0,9.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.3,100,1.8,94,111.9,117.5,123.3,39.6,41.5,50.2,29.4,1636696800.0,1,255,87,-4.0,7,0,0,9.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2021
-0.3,100,1.8,94,111.9,117.5,111.0,39.7,36.2,44.9,29.4,1636697100.0,1,281,97,-4.0,7,0,0,10.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.3,100,1.8,94,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1636699500.0,1,202,71,-4.0,7,0,0,7.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.3,100,1.8,94,81.5,0.0,118.8,24.1,56.8,56.8,16.4,1636700100.0,1,177,61,-4.0,7,0,0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.0,97,1.5,94,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1636700400.0,1,225,78,-4.0,7,3,7,7.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.1,98,0.8,95,93.3,0.0,107.8,27.4,45.8,45.8,31.4,1636704900.0,1,74,77,-2.0,5,0,0,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.1,98,0.8,95,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1636706400.0,1,119,120,-2.0,5,0,0,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
1.4,95,-0.6,100,0.0,94.2,126.8,33.7,48.0,52.2,23.8,1636867800.0,1,94,95,-3.0,5,0,0,6.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
1.4,95,-0.6,100,111.9,117.5,111.0,39.7,36.2,44.9,29.4,1636869000.0,2,131,148,-3.0,0,2,7,11.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
1.4,97,-0.3,100,111.9,117.5,123.3,39.6,41.5,50.2,29.4,1636869600.0,1,97,97,-3.0,5,0,0,5.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2021
1.4,97,-0.3,100,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1636869900.0,1,200,204,-3.0,5,0,0,9.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.4,89,5.3,91,0.0,94.2,126.8,33.7,48.0,52.2,23.8,1637645400.0,1,100,99,-2.0,5,0,0,9.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.5,88,5.1,91,111.9,117.5,111.0,39.7,36.2,44.9,29.4,1637647500.0,1,142,142,-2.0,5,0,0,9.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.5,88,5.1,91,111.9,117.5,123.3,39.6,41.5,50.2,29.4,1637648100.0,1,176,182,-2.0,5,0,0,11.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2021
-0.5,88,5.1,91,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1637649900.0,1,131,131,-2.0,5,0,0,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.5,88,5.1,91,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1637649900.0,1,194,196,-2.0,5,0,0,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.5,88,5.1,91,81.5,0.0,118.8,24.1,56.8,56.8,16.4,1637650500.0,1,119,118,-2.0,5,0,0,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-1.1,94,-0.4,89,0.0,94.2,126.8,33.7,48.0,52.2,23.8,1637818200.0,1,123,110,-2.0,5,0,0,3.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-1.4,93,-0.5,88,111.9,117.5,111.0,39.7,36.2,44.9,29.4,1637820300.0,1,187,184,-2.0,5,0,0,3.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-1.4,93,-0.5,88,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1637822700.0,1,177,175,-2.0,5,0,0,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-1.4,93,-0.5,88,81.5,0.0,118.8,24.1,56.8,56.8,16.4,1637823300.0,1,129,128,-2.0,5,0,0,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-1.7,93,-0.4,85,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1637824200.0,1,296,297,-2.0,5,0,0,7.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.8,100,4.3,78,88.8,0.0,89.1,25.1,35.3,35.3,17.2,1637966100.0,1,419,420,0.0,5,0,0,47.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2021
1.3,96,-0.2,93,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1637982000.0,2,487,1153,0.0,0,2,5,17.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
1.4,96,-1.4,93,111.9,117.5,123.3,39.6,41.5,50.2,29.4,1637994600.0,1,564,563,0.0,5,0,0,31.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2021
1.4,96,-1.4,93,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1637994900.0,1,287,287,0.0,5,0,0,47.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
1.4,96,-1.4,93,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1637995500.0,1,158,157,0.0,5,0,0,51.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-1.9,92,1.3,77,111.9,117.5,111.0,39.7,36.2,44.9,29.4,1638078600.0,1,149,149,-3.0,5,0,0,26.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-1.5,93,1.0,80,111.9,117.5,123.3,39.6,41.5,50.2,29.4,1638079200.0,1,144,144,-3.0,5,0,0,54.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2021
-1.5,93,1.0,80,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638081300.0,1,157,157,-2.0,5,0,0,8.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-2.3,96,0.6,86,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638087000.0,1,139,139,-2.0,5,0,0,11.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.6,88,2.0,86,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638099300.0,1,162,163,0.0,5,0,0,10.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.9,88,2.6,85,111.9,117.5,123.3,39.6,41.5,50.2,29.4,1638100800.0,1,211,70,0.0,7,0,0,9.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2021
0.9,88,2.6,85,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638101100.0,2,173,344,0.0,0,1,5,10.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.9,88,2.6,85,93.3,0.0,107.8,27.4,45.8,45.8,31.4,1638103500.0,1,220,218,0.0,5,0,0,42.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.9,88,2.6,85,81.5,0.0,118.8,24.1,56.8,56.8,16.4,1638104100.0,2,160,339,0.0,0,2,7,13.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2021
0.9,90,3.0,84,111.9,117.5,111.0,39.7,36.2,44.9,29.4,1638105300.0,2,146,596,0.0,0,1,5,14.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.9,90,3.0,84,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638105300.0,2,222,638,0.0,0,1,7,15.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.9,90,3.0,84,117.8,0.0,129.7,40.3,51.2,56.5,18.8,1638107100.0,2,263,515,0.0,7,2,7,17.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
1.1,94,3.0,83,81.5,0.0,118.8,24.1,56.8,56.8,16.4,1638108900.0,2,123,339,0.0,0,1,7,10.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.9,98,3.0,84,111.9,117.5,123.3,39.6,41.5,50.2,29.4,1638114900.0,2,265,535,0.0,0,2,7,15.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2021
0.7,98,2.7,86,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638118500.0,2,315,684,0.0,0,2,7,14.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.6,99,2.1,90,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638120300.0,2,207,448,0.0,0,2,8,32.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.6,99,2.1,90,111.9,117.5,123.3,39.6,41.5,50.2,29.4,1638121500.0,2,215,393,0.0,0,2,7,9.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2021
0.7,100,1.6,95,0.0,94.2,126.8,33.7,48.0,52.2,23.8,1638124800.0,2,139,209,0.0,0,2,7,8.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.7,100,1.6,95,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638125700.0,2,127,148,0.0,0,2,7,9.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.7,100,1.0,99,111.9,117.5,123.3,39.6,41.5,50.2,29.4,1638127500.0,1,121,42,0.0,7,2,7,6.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2021
0.6,100,0.8,100,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638131400.0,2,473,1493,0.0,0,2,7,28.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.2,96,1.4,96,93.3,0.0,107.8,27.4,45.8,45.8,31.4,1638163800.0,1,223,225,0.0,5,0,0,9.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.1,96,1.4,96,111.9,117.5,123.3,39.6,41.5,50.2,29.4,1638165600.0,1,203,205,0.0,5,0,0,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2021
0.1,96,1.4,96,111.9,117.5,111.0,39.7,36.2,44.9,29.4,1638165900.0,2,222,514,0.0,0,1,5,9.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.1,96,1.4,96,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638168300.0,2,221,548,-1.0,0,1,5,4.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.1,96,1.4,96,81.5,0.0,118.8,24.1,56.8,56.8,16.4,1638168900.0,2,132,328,0.0,0,1,5,3.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.3,97,0.2,94,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638169200.0,1,290,293,-1.0,5,1,5,16.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.3,97,0.2,94,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638169200.0,1,287,288,-1.0,5,0,0,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.4,97,-0.7,92,0.0,94.2,126.8,33.7,48.0,52.2,23.8,1638173700.0,1,189,182,-1.0,5,0,0,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
1.2,90,3.6,77,111.9,117.5,146.0,39.7,55.5,64.2,29.4,1638201300.0,1,136,46,1.0,7,0,0,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2021
1.1,89,2.6,79,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638208200.0,1,150,150,0.0,5,0,0,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.0,92,1.3,91,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638216900.0,1,245,83,1.0,7,0,0,8.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
-0.0,92,1.3,91,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638218100.0,1,172,174,1.0,5,0,0,11.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
0.3,93,1.3,91,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638222900.0,1,205,205,1.0,5,0,0,7.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
1.0,91,-1.5,93,111.9,117.5,111.0,39.7,36.2,44.9,29.4,1638252300.0,2,276,554,1.0,0,1,5,9.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
1.0,91,-1.5,93,111.9,117.5,123.3,39.6,41.5,50.2,29.4,1638252900.0,1,218,216,1.0,5,0,0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2021
1.0,91,-1.5,93,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638254700.0,2,301,670,1.0,0,1,5,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
1.0,91,-1.5,93,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638254700.0,1,318,319,1.0,5,0,0,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
1.0,91,-1.5,93,81.5,0.0,118.8,24.1,56.8,56.8,16.4,1638255300.0,1,205,207,1.0,5,0,0,4.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2021
1.1,85,0.1,96,81.5,0.0,118.8,24.1,56.8,56.8,16.4,1638338700.0,1,115,114,-1.0,5,0,0,8.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2021
1.1,85,0.1,96,81.5,0.0,118.8,24.1,56.8,56.8,16.4,1638341700.0,1,96,97,0.0,5,0,0,10.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2021
-0.1,90,-0.3,97,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638342000.0,1,165,166,0.0,5,0,0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2021
-2.4,88,2.5,78,0.0,94.2,126.8,33.7,48.0,52.2,23.8,1638509400.0,1,121,42,-3.0,7,0,0,37.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2021
-2.6,90,1.1,85,111.9,117.5,123.3,39.6,41.5,50.2,29.4,1638511200.0,1,96,96,-2.0,5,0,0,24.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,2021
-2.6,90,1.1,85,111.9,117.5,111.0,39.7,36.2,44.9,29.4,1638511500.0,1,178,62,-3.0,7,0,0,13.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2021
-2.6,90,1.1,85,81.5,0.0,118.8,24.1,56.8,56.8,16.4,1638514500.0,1,109,39,-3.0,7,0,0,12.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2021
-2.9,90,-0.1,90,112.6,117.4,129.5,41.4,51.2,56.4,23.0,1638514800.0,1,147,150,-3.0,5,0,0,11.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2021
-2.9,89,0.4,89,93.3,0.0,107.8,27.4,45.8,45.8,31.4,1638519300.0,1,135,144,-2.0,5,0,0,11.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2021
